Customer ID,Country,TotalSale,Recence,Frequence,Montant,Nb_Annulations,Total_Commandes
16723.0,United Kingdom,4.25,93,2,654.96,0.0,124
16699.0,United Kingdom,0.85,30,8,964.9,1.0,63
12970.0,United Kingdom,1.95,30,6,1048.13,0.0,345
17935.0,United Kingdom,16.5,50,6,509.75,2.0,66
16451.0,United Kingdom,15.0,210,3,742.4300000000001,1.0,66
17127.0,United Kingdom,17.85,78,5,1155.0300000000002,0.0,37
14087.0,United Kingdom,8.95,54,3,608.0,2.0,215
13733.0,United Kingdom,13.8,60,3,484.53000000000003,1.0,30
18181.0,United Kingdom,11.9,49,6,799.76,2.0,180
17421.0,United Kingdom,39.599999999999994,35,3,1059.41,0.0,58
13487.0,United Kingdom,27.0,3,3,464.62,0.0,49
17018.0,United Kingdom,130.8,37,4,1367.6,0.0,37
18071.0,United Kingdom,10.2,15,5,975.63,0.0,72
16593.0,United Kingdom,39.8,40,6,721.21,2.0,80
14238.0,United Kingdom,19.8,312,2,287.38,0.0,13
15223.0,United Kingdom,102.0,259,3,662.2,12.0,46
13641.0,United Kingdom,25.200000000000003,290,7,921.82,6.0,50
15420.0,United Kingdom,15.0,84,6,743.0,0.0,56
16158.0,United Kingdom,35.400000000000006,172,10,611.32,1.0,36
15484.0,United Kingdom,35.400000000000006,189,2,1061.69,1.0,241
17642.0,United Kingdom,10.5,79,3,1112.2,0.0,108
13813.0,Germany,30.0,171,7,1333.01,10.0,153
13589.0,United Kingdom,22.5,99,4,741.09,0.0,52
17150.0,United Kingdom,1.65,26,6,1357.95,0.0,92
17244.0,United Kingdom,26.849999999999998,33,4,871.14,0.0,120
14133.0,United Kingdom,15.9,383,1,305.5,2.0,38
15878.0,United Kingdom,2.55,211,2,330.77,0.0,51
15860.0,United Kingdom,8.5,18,10,1498.8,0.0,343
14896.0,United Kingdom,10.4,15,9,1515.75,7.0,260
13782.0,United Kingdom,11.9,103,8,869.27,1.0,239
14454.0,United Kingdom,10.0,26,6,970.7,1.0,111
15751.0,United Kingdom,45.0,110,14,1318.84,4.0,134
17561.0,United Kingdom,6.75,40,3,537.9,0.0,191
14479.0,United Kingdom,2.55,15,3,982.86,0.0,139
15822.0,United Kingdom,-8.5,9,7,1332.64,7.0,72
13211.0,United Kingdom,-16.35,10,10,1611.6,3.0,204
17610.0,United Kingdom,-4.95,189,8,1410.29,15.0,169
13890.0,United Kingdom,25.200000000000003,8,9,1188.22,10.0,183
14123.0,United Kingdom,35.7,383,1,436.18,0.0,24
13019.0,United Kingdom,25.200000000000003,29,8,1212.95,2.0,57
14940.0,United Kingdom,13.5,67,2,531.49,0.0,32
15691.0,United Kingdom,35.400000000000006,44,4,375.0,1.0,15
17530.0,United Kingdom,2.95,14,4,724.26,1.0,478
14738.0,United Kingdom,27.0,177,3,473.7,3.0,83
16124.0,United Kingdom,13.200000000000001,68,4,1522.24,6.0,88
14695.0,United Kingdom,11.9,169,4,1466.72,9.0,91
14037.0,United Kingdom,1.25,14,6,720.55,1.0,115
16768.0,United Kingdom,3.4799999999999995,33,9,1179.48,11.0,172
13984.0,United Kingdom,93.6,16,8,1128.09,1.0,89
13190.0,United Kingdom,69.0,194,4,518.76,1.0,18
14408.0,United Kingdom,25.200000000000003,121,4,1503.2400000000002,0.0,128
17707.0,United Kingdom,10.2,26,7,452.65000000000003,1.0,25
14471.0,United Kingdom,8.25,240,2,400.95,0.0,41
17436.0,United Kingdom,15.299999999999999,58,5,305.01,4.0,21
13234.0,United Kingdom,4.95,322,2,346.5,0.0,61
18162.0,United Kingdom,7.6499999999999995,382,1,371.51,0.0,46
17441.0,United Kingdom,20.4,382,1,293.35,0.0,21
17988.0,United Kingdom,2.5,136,7,288.42,1.0,124
14512.0,United Kingdom,7.5,33,5,940.69,0.0,79
16018.0,United Kingdom,21.0,46,2,289.23,0.0,56
12677.0,France,-4.95,205,3,389.3,2.0,23
12424.0,Australia,-4.65,72,5,1528.82,5.0,97
17990.0,United Kingdom,89.25,3,6,1207.73,1.0,58
13042.0,United Kingdom,10.5,234,4,1454.84,1.0,185
12443.0,Norway,7.800000000000001,382,1,485.31,0.0,21
16702.0,United Kingdom,5.04,65,5,1100.8799999999999,1.0,92
17270.0,United Kingdom,1.7,119,2,601.4499999999999,0.0,48
14013.0,United Kingdom,-12.75,29,3,533.2,4.0,72
13393.0,United Kingdom,8.5,233,6,1105.85,4.0,73
17047.0,United Kingdom,14.850000000000001,81,3,1188.33,0.0,142
14136.0,United Kingdom,29.700000000000003,50,7,1553.96,2.0,108
14215.0,United Kingdom,29.700000000000003,18,4,1626.61,1.0,187
15971.0,United Kingdom,182.88,35,8,730.5800000000002,3.0,45
13382.0,United Kingdom,17.700000000000003,78,4,1164.59,0.0,86
13025.0,United Kingdom,15.0,381,1,323.39,0.0,13
17854.0,United Kingdom,27.04,112,4,757.24,0.0,118
18271.0,United Kingdom,15.8,259,2,680.85,0.0,21
17268.0,United Kingdom,23.4,95,7,970.25,0.0,30
17067.0,United Kingdom,19.5,374,3,454.54,0.0,13
14861.0,United Kingdom,27.0,30,13,1192.61,9.0,95
17371.0,United Kingdom,8.5,11,4,329.11,0.0,144
13643.0,United Kingdom,51.0,30,12,1592.73,5.0,107
17852.0,United Kingdom,13.75,38,3,543.47,0.0,108
18203.0,United Kingdom,10.75,31,3,332.1,0.0,59
17978.0,United Kingdom,13.9,15,4,1159.99,0.0,67
13410.0,United Kingdom,81.12,42,5,1183.6,3.0,53
12785.0,Portugal,16.5,14,4,1085.55,2.0,58
14605.0,United Kingdom,31.0,24,4,921.5600000000001,0.0,108
14285.0,United Kingdom,45.0,163,5,1248.63,1.0,62
16805.0,United Kingdom,15.0,10,4,845.52,0.0,249
13204.0,United Kingdom,20.28,381,1,966.6600000000001,0.0,57
17178.0,United Kingdom,4.2,380,1,432.96,0.0,31
18275.0,United Kingdom,18.240000000000002,228,2,741.85,0.0,19
13855.0,United Kingdom,27.0,150,5,1253.94,4.0,77
13414.0,United Kingdom,-5.95,112,4,1091.74,2.0,57
14679.0,United Kingdom,13.41,21,5,1272.95,4.0,67
18070.0,United Kingdom,-6.35,319,2,307.75,1.0,10
18252.0,United Kingdom,-76.5,198,6,938.92,1.0,135
17531.0,United Kingdom,-14.95,161,7,897.77,7.0,65
16204.0,United Kingdom,2.94,30,3,529.53,1.0,102
15137.0,United Kingdom,-13.200000000000001,170,5,747.55,6.0,40
13872.0,United Kingdom,-16.95,163,6,891.32,4.0,61
13202.0,United Kingdom,35.7,28,8,1571.35,1.0,70
12924.0,United Kingdom,46.8,42,9,1493.2,2.0,76
16802.0,United Kingdom,3.75,329,2,582.61,0.0,53
15302.0,United Kingdom,14.850000000000001,371,2,291.05,1.0,16
17954.0,United Kingdom,18.75,17,14,1521.79,12.0,755
13727.0,United Kingdom,13.9,261,7,727.9200000000001,1.0,84
15911.0,United Kingdom,3.4,98,10,1399.45,2.0,260
14990.0,United Kingdom,7.95,262,2,304.17,0.0,42
17296.0,United Kingdom,7.5,380,1,338.13,0.0,33
17631.0,United Kingdom,14.850000000000001,24,4,470.16,0.0,69
16755.0,United Kingdom,2.1,117,5,1382.9,7.0,326
13770.0,United Kingdom,20.28,72,4,785.37,0.0,48
15441.0,United Kingdom,10.08,46,3,1254.21,0.0,57
17043.0,United Kingdom,5.95,25,4,858.47,0.0,199
13498.0,United Kingdom,20.4,380,1,327.38,0.0,17
17880.0,United Kingdom,22.5,14,3,824.9200000000001,0.0,45
15841.0,United Kingdom,30.0,35,6,1507.4,4.0,96
17603.0,United Kingdom,54.24,267,6,1280.21,9.0,115
14942.0,United Kingdom,-40.0,51,5,706.56,1.0,20
17388.0,United Kingdom,228.96,70,7,1415.81,0.0,55
15085.0,United Kingdom,50.400000000000006,379,1,347.54,0.0,9
17027.0,United Kingdom,99.9,96,3,433.07,2.0,180
15889.0,United Kingdom,5.04,19,8,1269.15,2.0,303
16057.0,United Kingdom,-12.600000000000001,81,7,1061.85,47.0,265
15912.0,United Kingdom,17.0,86,7,810.08,0.0,95
16596.0,United Kingdom,22.95,15,3,329.48,0.0,24
15573.0,United Kingdom,3.75,268,3,597.23,0.0,211
14043.0,United Kingdom,-2.95,140,3,299.65,1.0,42
15882.0,United Kingdom,11.83,18,8,953.5500000000001,2.0,61
12979.0,United Arab Emirates,4.2,379,2,479.53999999999996,1.0,57
17239.0,United Kingdom,-12.75,2,5,791.65,2.0,34
12933.0,United Kingdom,4.25,29,7,970.6,4.0,293
18276.0,United Kingdom,17.4,35,7,1297.31,5.0,99
17351.0,United Kingdom,2.95,77,9,1401.08,0.0,69
16450.0,United Kingdom,-30.0,234,3,1163.81,1.0,44
14389.0,United Kingdom,-2.55,74,6,821.35,31.0,118
16798.0,United Kingdom,4.25,203,4,830.01,2.0,171
17165.0,United Kingdom,17.85,31,7,1624.95,3.0,103
18268.0,United Kingdom,13.5,241,6,1451.22,4.0,71
17344.0,United Kingdom,-13.5,378,2,286.24,1.0,68
14643.0,United Kingdom,4.5600000000000005,3,5,1318.82,3.0,65
14319.0,United Kingdom,-17.9,74,2,476.95000000000005,1.0,27
14577.0,United Kingdom,9.899999999999999,12,4,851.34,0.0,182
12854.0,United Kingdom,21.8,210,6,1618.42,10.0,271
15197.0,United Kingdom,15.0,7,6,1327.9,7.0,66
16917.0,United Kingdom,-8.95,282,2,1451.41,1.0,51
17681.0,United Kingdom,-201.60000000000002,246,6,529.6,1.0,15
16952.0,United Kingdom,7.95,91,3,628.22,0.0,87
14627.0,United Kingdom,-5.9,28,2,428.25,10.0,39
13415.0,United Kingdom,0.65,122,5,665.42,12.0,113
17958.0,United Kingdom,3.3,378,1,465.42,0.0,36
14130.0,United Kingdom,11.7,24,3,1377.86,0.0,220
17860.0,United Kingdom,47.7,18,4,717.39,0.0,162
12664.0,Finland,244.08,164,2,1188.16,1.0,46
16442.0,United Kingdom,3.75,10,3,429.74,0.0,247
15196.0,United Kingdom,3.75,82,2,313.7,0.0,42
15956.0,United Kingdom,326.4,201,2,617.6,0.0,18
15169.0,United Kingdom,3.3,32,2,569.22,0.0,59
13026.0,United Kingdom,20.16,138,5,753.97,4.0,86
17172.0,United Kingdom,15.299999999999999,77,4,597.73,4.0,43
16830.0,United Kingdom,9.95,92,4,857.7900000000001,3.0,78
17539.0,United Kingdom,3.75,267,7,997.3399999999999,3.0,147
15850.0,United Kingdom,1.25,26,4,771.87,0.0,311
17290.0,United Kingdom,45.6,31,6,974.95,0.0,196
15446.0,United Kingdom,7.800000000000001,26,5,391.65000000000003,2.0,114
13087.0,United Kingdom,53.1,376,1,313.64,0.0,15
15562.0,United Kingdom,0.42,1,3,671.4300000000001,0.0,33
16725.0,United Kingdom,1.95,8,11,1244.99,2.0,350
16551.0,United Kingdom,18.240000000000002,73,4,1315.0,0.0,88
12439.0,Cyprus,8.95,332,3,1089.18,3.0,74
13462.0,United Kingdom,15.0,60,4,1002.35,1.0,72
17886.0,United Kingdom,-9.95,87,4,693.32,1.0,167
16769.0,United Kingdom,11.9,128,3,755.51,0.0,97
17075.0,United Kingdom,13.5,79,6,1402.51,3.0,202
17825.0,United Kingdom,17.85,248,4,701.96,0.0,27
17908.0,United Kingdom,8.5,23,7,1088.82,3.0,211
15920.0,United Kingdom,8.95,74,5,401.64,0.0,107
15188.0,United Kingdom,3.75,375,1,310.43,0.0,23
14372.0,United Kingdom,-29.9,92,3,830.1800000000001,1.0,39
12926.0,United Kingdom,5.9,61,4,1523.97,0.0,262
14042.0,United Kingdom,19.799999999999997,375,1,431.98,0.0,21
13591.0,United Kingdom,14.95,85,5,964.0600000000001,1.0,102
12920.0,United Kingdom,50.400000000000006,221,3,323.86,0.0,59
17866.0,United Kingdom,29.5,134,2,805.3000000000001,1.0,27
13000.0,United Kingdom,15.299999999999999,14,3,631.9,3.0,65
17012.0,United Kingdom,5.9,374,1,360.61,0.0,36
17572.0,United Kingdom,7.800000000000001,23,7,496.26000000000005,0.0,32
17251.0,United Kingdom,15.8,12,4,790.28,2.0,80
17262.0,United Kingdom,169.5,16,7,1504.26,0.0,19
18220.0,United Kingdom,152.64000000000001,44,9,1473.92,7.0,32
17233.0,United Kingdom,14.95,98,2,369.98,0.0,58
17095.0,United Kingdom,12.5,73,6,1224.39,5.0,142
12941.0,United Kingdom,15.6,374,1,377.49,0.0,27
14966.0,United Kingdom,15.9,37,5,881.24,0.0,151
15070.0,United Kingdom,23.4,22,3,737.0500000000001,0.0,33
13405.0,United Kingdom,60.48,123,6,624.11,3.0,46
17797.0,United Kingdom,59.0,45,5,1191.44,0.0,271
17368.0,United Kingdom,9.9,25,7,829.67,18.0,244
15637.0,United Kingdom,25.200000000000003,63,4,574.23,0.0,41
15393.0,United Kingdom,15.8,217,3,659.48,0.0,44
18177.0,United Kingdom,39.0,210,3,875.45,1.0,100
12956.0,United Kingdom,17.700000000000003,334,3,413.82,0.0,42
14460.0,United Kingdom,20.4,46,8,536.26,6.0,48
15713.0,United Kingdom,17.700000000000003,10,5,629.29,2.0,54
16366.0,United Kingdom,30.0,232,3,1220.83,0.0,78
18286.0,United Kingdom,15.0,126,3,1188.43,3.0,70
13074.0,United Kingdom,17.700000000000003,160,5,1362.8400000000001,1.0,30
13289.0,United Kingdom,15.0,373,1,307.95,0.0,16
16119.0,United Kingdom,15.0,44,6,1297.45,0.0,54
17833.0,United Kingdom,26.099999999999998,373,1,338.46000000000004,0.0,31
16195.0,United Kingdom,19.799999999999997,373,1,323.25,0.0,16
17776.0,United Kingdom,23.4,36,3,323.81,1.0,81
16569.0,United Kingdom,13.0,281,4,1331.03,0.0,35
14055.0,United Kingdom,60.0,227,2,795.3199999999999,0.0,33
15055.0,United Kingdom,7.95,124,3,549.12,0.0,81
13008.0,United Kingdom,15.0,10,6,313.81,4.0,39
18201.0,United Kingdom,17.700000000000003,372,1,447.53000000000003,0.0,27
17662.0,United Kingdom,91.8,311,2,412.92,0.0,15
15863.0,United Kingdom,1.95,267,3,286.26,0.0,77
18186.0,United Kingdom,17.28,372,1,329.58,0.0,11
14484.0,United Kingdom,19.799999999999997,51,3,749.0600000000001,0.0,53
18006.0,United Kingdom,11.9,31,3,524.83,0.0,63
13427.0,United Kingdom,10.2,127,3,423.93,0.0,52
17103.0,United Kingdom,13.200000000000001,372,1,424.3,0.0,32
16439.0,United Kingdom,27.0,372,1,310.70000000000005,0.0,9
16661.0,United Kingdom,175.2,190,5,788.3100000000001,14.0,76
12997.0,United Kingdom,-2.95,38,9,867.1700000000001,14.0,121
13039.0,United Kingdom,34.0,233,4,1010.73,0.0,55
15428.0,United Kingdom,13.5,37,3,668.97,0.0,44
15782.0,United Kingdom,-7.65,80,2,1391.71,2.0,63
16720.0,United Kingdom,1.25,26,3,403.74,3.0,143
16148.0,United Kingdom,-6.35,86,3,294.05,3.0,12
15879.0,United Kingdom,2.52,53,4,1137.8,0.0,179
17638.0,United Kingdom,327.59999999999997,297,2,842.4,0.0,3
12826.0,United Kingdom,85.0,15,8,1460.57,5.0,162
17927.0,United Kingdom,15.0,371,1,294.0,0.0,10
14083.0,United Kingdom,39.75,4,5,523.65,0.0,185
16296.0,United Kingdom,31.6,276,6,1245.97,9.0,83
18036.0,United Kingdom,1.65,35,8,1142.37,0.0,326
13921.0,United Kingdom,15.9,49,5,720.75,1.0,45
16600.0,United Kingdom,18.240000000000002,24,10,1280.04,8.0,151
17028.0,United Kingdom,25.5,231,3,1593.83,0.0,95
16222.0,United Kingdom,17.700000000000003,371,1,498.5,0.0,145
14949.0,United Kingdom,26.82,109,6,498.55,3.0,30
17324.0,United Kingdom,10.0,16,10,1158.64,1.0,146
13781.0,United Kingdom,15.0,242,3,643.04,1.0,58
13847.0,United Kingdom,15.9,369,1,310.72,0.0,19
17624.0,United Kingdom,14.850000000000001,87,2,725.15,0.0,97
13871.0,United Kingdom,7.800000000000001,73,7,1415.15,7.0,409
14404.0,United Kingdom,18.240000000000002,19,9,1344.64,2.0,183
13111.0,United Kingdom,16.5,368,1,321.88000000000005,0.0,12
16282.0,United Kingdom,63.6,137,2,1139.28,0.0,33
17182.0,United Kingdom,107.10000000000001,72,2,321.3,0.0,6
14480.0,United Kingdom,17.4,52,4,1016.22,1.0,66
17888.0,United Kingdom,8.95,7,22,819.6,43.0,203
15810.0,United Kingdom,-10.14,36,6,1579.3700000000001,27.0,193
12440.0,Austria,45.0,107,3,768.15,3.0,35
18190.0,United Kingdom,17.700000000000003,253,3,461.16,1.0,43
15064.0,United Kingdom,17.85,60,4,1254.41,0.0,81
14477.0,United Kingdom,-3.3,86,5,652.8,3.0,17
14151.0,United Kingdom,16.35,323,3,666.7,1.0,45
13287.0,United Kingdom,23.8,233,7,519.67,21.0,74
13821.0,United Kingdom,6.75,42,5,969.74,1.0,205
16792.0,United Kingdom,2.9,33,3,513.08,0.0,102
17807.0,United Kingdom,19.95,44,3,437.87,0.0,89
14839.0,United Kingdom,2.1,68,3,915.28,0.0,74
17950.0,United Kingdom,109.5,15,7,937.18,1.0,166
14198.0,United Kingdom,15.9,50,6,864.08,6.0,97
18171.0,United Kingdom,17.700000000000003,120,4,1206.0,2.0,94
16017.0,United Kingdom,23.85,67,4,1333.7,0.0,130
14969.0,United Kingdom,102.0,353,1,906.23,0.0,13
15865.0,United Kingdom,15.9,63,2,1346.29,0.0,126
13610.0,United Kingdom,6.300000000000001,37,8,1006.08,3.0,402
13965.0,United Kingdom,101.76,104,5,777.6600000000001,4.0,28
17362.0,United Kingdom,2.95,50,6,698.3100000000001,2.0,146
17753.0,United Kingdom,7.5,114,5,379.56,1.0,70
17941.0,United Kingdom,414.71999999999997,240,3,1128.72,0.0,7
14541.0,United Kingdom,14.850000000000001,66,6,1038.03,0.0,175
15266.0,United Kingdom,158.0,28,5,722.4,1.0,46
16641.0,United Kingdom,10.2,351,1,323.40000000000003,0.0,36
16862.0,United Kingdom,16.5,197,4,662.33,0.0,35
16888.0,United Kingdom,4.2,50,3,434.2,0.0,52
15100.0,United Kingdom,41.7,8,12,1607.75,7.0,23
15152.0,United Kingdom,17.700000000000003,344,2,513.73,8.0,308
12648.0,Germany,16.35,84,4,778.95,1.0,66
15586.0,United Kingdom,20.16,240,4,1128.66,1.0,39
13360.0,United Kingdom,35.400000000000006,77,7,1464.1,7.0,73
15607.0,United Kingdom,13.200000000000001,193,12,1473.81,6.0,115
16027.0,United Kingdom,35.400000000000006,107,11,947.72,3.0,38
14327.0,United Kingdom,17.700000000000003,32,5,1583.28,0.0,106
14573.0,United Kingdom,7.5,21,5,925.3,6.0,316
13259.0,United Kingdom,14.95,47,8,1119.36,0.0,313
16109.0,United Kingdom,39.599999999999994,297,2,311.7,1.0,32
16787.0,United Kingdom,0.21,47,4,1017.53,0.0,112
17323.0,United Kingdom,8.25,56,5,644.52,4.0,335
17222.0,United Kingdom,7.6499999999999995,127,5,1250.86,0.0,112
18242.0,United Kingdom,15.0,95,4,1372.72,0.0,140
17147.0,United Kingdom,25.5,63,10,1389.51,11.0,147
13709.0,United Kingdom,13.5,96,5,1263.7,10.0,417
17529.0,United Kingdom,12.600000000000001,259,2,1240.25,0.0,82
12549.0,USA,50.400000000000006,225,6,1575.68,0.0,49
12875.0,United Kingdom,97.92,12,4,1307.52,0.0,8
17740.0,United Kingdom,25.200000000000003,38,6,426.9,0.0,9
15549.0,United Kingdom,14.850000000000001,70,5,652.7,1.0,162
14984.0,United Kingdom,81.6,38,4,1058.1399999999999,0.0,54
17023.0,United Kingdom,12.75,67,3,800.18,0.0,49
13433.0,United Kingdom,61.199999999999996,86,5,656.87,1.0,25
15186.0,United Kingdom,35.400000000000006,124,3,991.7900000000001,0.0,52
17945.0,United Kingdom,38.25,346,3,360.35,0.0,72
13622.0,United Kingdom,10.2,338,2,651.45,2.0,34
12649.0,Germany,15.0,15,7,1634.99,4.0,122
14137.0,United Kingdom,18.240000000000002,331,2,294.1,3.0,14
14826.0,United Kingdom,102.0,231,2,385.2,0.0,10
16585.0,United Kingdom,30.0,243,2,341.59,0.0,18
17962.0,United Kingdom,6.75,198,4,550.15,2.0,185
16304.0,United Kingdom,5.04,344,1,381.66,0.0,25
13787.0,United Kingdom,15.0,14,8,971.06,8.0,94
